z[km],p[mb],T[K],air[cm-3],o3[cm-3],o3[atm-cm/km],o2[cm-3],h2o[cm-3],co2[cm-3],no2[cm-3],beta_m_532[sr-1 km-1],sigma_m_532[km-1],beta_m_1064[sr-1 km-1],sigma_m_1064[km-1],beta_p_532[sr-1 km-1],sigma_p_532[km-1],beta_p_1064[sr-1 km-1],sigma_p_1064[km-1]
 60.000,   2.190e-01,   2.470e+02,   6.420e+15,   7.070e+09,   2.628e-05,   1.340e+15,   3.050e+10,   2.120e+12,   1.830e+06,   3.807e-07,   3.317e-06,   2.306e-08,   2.008e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 59.850,   2.252e-01,   2.474e+02,   6.581e+15,   7.497e+09,   2.787e-05,   1.374e+15,   3.139e+10,   2.173e+12,   1.895e+06,   3.903e-07,   3.401e-06,   2.364e-08,   2.058e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 59.700,   2.314e-01,   2.478e+02,   6.743e+15,   7.924e+09,   2.946e-05,   1.408e+15,   3.228e+10,   2.227e+12,   1.960e+06,   3.998e-07,   3.484e-06,   2.422e-08,   2.108e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 59.550,   2.375e-01,   2.482e+02,   6.904e+15,   8.351e+09,   3.104e-05,   1.442e+15,   3.317e+10,   2.280e+12,   2.025e+06,   4.094e-07,   3.567e-06,   2.480e-08,   2.159e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 59.400,   2.437e-01,   2.487e+02,   7.066e+15,   8.778e+09,   3.263e-05,   1.476e+15,   3.406e+10,   2.334e+12,   2.090e+06,   4.190e-07,   3.651e-06,   2.538e-08,   2.209e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 59.250,   2.499e-01,   2.491e+02,   7.227e+15,   9.205e+09,   3.422e-05,   1.510e+15,   3.496e+10,   2.387e+12,   2.156e+06,   4.286e-07,   3.734e-06,   2.596e-08,   2.260e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 59.100,   2.561e-01,   2.495e+02,   7.388e+15,   9.631e+09,   3.580e-05,   1.543e+15,   3.585e+10,   2.440e+12,   2.221e+06,   4.381e-07,   3.818e-06,   2.654e-08,   2.310e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 58.950,   2.623e-01,   2.499e+02,   7.550e+15,   1.006e+10,   3.739e-05,   1.577e+15,   3.674e+10,   2.494e+12,   2.286e+06,   4.477e-07,   3.901e-06,   2.712e-08,   2.361e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 58.800,   2.684e-01,   2.503e+02,   7.711e+15,   1.049e+10,   3.898e-05,   1.611e+15,   3.763e+10,   2.547e+12,   2.351e+06,   4.573e-07,   3.984e-06,   2.770e-08,   2.411e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 58.650,   2.746e-01,   2.507e+02,   7.873e+15,   1.091e+10,   4.057e-05,   1.645e+15,   3.852e+10,   2.601e+12,   2.416e+06,   4.668e-07,   4.068e-06,   2.828e-08,   2.462e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 58.500,   2.808e-01,   2.511e+02,   8.034e+15,   1.134e+10,   4.215e-05,   1.679e+15,   3.941e+10,   2.654e+12,   2.481e+06,   4.764e-07,   4.151e-06,   2.886e-08,   2.512e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 58.350,   2.870e-01,   2.516e+02,   8.195e+15,   1.177e+10,   4.374e-05,   1.713e+15,   4.030e+10,   2.707e+12,   2.546e+06,   4.860e-07,   4.235e-06,   2.944e-08,   2.563e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 58.200,   2.932e-01,   2.520e+02,   8.357e+15,   1.219e+10,   4.533e-05,   1.747e+15,   4.119e+10,   2.761e+12,   2.611e+06,   4.956e-07,   4.318e-06,   3.002e-08,   2.613e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 58.050,   2.993e-01,   2.524e+02,   8.518e+15,   1.262e+10,   4.691e-05,   1.781e+15,   4.208e+10,   2.814e+12,   2.676e+06,   5.051e-07,   4.401e-06,   3.060e-08,   2.664e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 57.900,   3.055e-01,   2.528e+02,   8.680e+15,   1.305e+10,   4.850e-05,   1.815e+15,   4.297e+10,   2.868e+12,   2.741e+06,   5.147e-07,   4.485e-06,   3.118e-08,   2.714e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 57.750,   3.117e-01,   2.532e+02,   8.841e+15,   1.347e+10,   5.009e-05,   1.849e+15,   4.387e+10,   2.921e+12,   2.807e+06,   5.243e-07,   4.568e-06,   3.176e-08,   2.765e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 57.600,   3.179e-01,   2.536e+02,   9.002e+15,   1.390e+10,   5.167e-05,   1.882e+15,   4.476e+10,   2.974e+12,   2.872e+06,   5.338e-07,   4.652e-06,   3.234e-08,   2.815e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 57.450,   3.241e-01,   2.540e+02,   9.164e+15,   1.433e+10,   5.326e-05,   1.916e+15,   4.565e+10,   3.028e+12,   2.937e+06,   5.434e-07,   4.735e-06,   3.292e-08,   2.866e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 57.300,   3.302e-01,   2.545e+02,   9.325e+15,   1.475e+10,   5.485e-05,   1.950e+15,   4.654e+10,   3.081e+12,   3.002e+06,   5.530e-07,   4.818e-06,   3.350e-08,   2.916e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 57.150,   3.364e-01,   2.549e+02,   9.487e+15,   1.518e+10,   5.644e-05,   1.984e+15,   4.743e+10,   3.135e+12,   3.067e+06,   5.626e-07,   4.902e-06,   3.408e-08,   2.966e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 57.000,   3.426e-01,   2.553e+02,   9.648e+15,   1.561e+10,   5.802e-05,   2.018e+15,   4.832e+10,   3.188e+12,   3.132e+06,   5.721e-07,   4.985e-06,   3.466e-08,   3.017e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 56.850,   3.488e-01,   2.557e+02,   9.809e+15,   1.603e+10,   5.961e-05,   2.052e+15,   4.921e+10,   3.241e+12,   3.197e+06,   5.817e-07,   5.069e-06,   3.524e-08,   3.067e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 56.700,   3.550e-01,   2.561e+02,   9.971e+15,   1.646e+10,   6.120e-05,   2.086e+15,   5.010e+10,   3.295e+12,   3.262e+06,   5.913e-07,   5.152e-06,   3.582e-08,   3.118e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 56.550,   3.611e-01,   2.565e+02,   1.013e+16,   1.689e+10,   6.278e-05,   2.120e+15,   5.099e+10,   3.348e+12,   3.327e+06,   6.008e-07,   5.235e-06,   3.639e-08,   3.168e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 56.400,   3.673e-01,   2.569e+02,   1.029e+16,   1.732e+10,   6.437e-05,   2.154e+15,   5.188e+10,   3.402e+12,   3.392e+06,   6.104e-07,   5.319e-06,   3.697e-08,   3.219e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 56.250,   3.735e-01,   2.574e+02,   1.046e+16,   1.774e+10,   6.596e-05,   2.188e+15,   5.278e+10,   3.455e+12,   3.458e+06,   6.200e-07,   5.402e-06,   3.755e-08,   3.269e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 56.100,   3.797e-01,   2.578e+02,   1.062e+16,   1.817e+10,   6.754e-05,   2.221e+15,   5.367e+10,   3.508e+12,   3.523e+06,   6.296e-07,   5.485e-06,   3.813e-08,   3.320e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 55.950,   3.859e-01,   2.582e+02,   1.078e+16,   1.860e+10,   6.913e-05,   2.255e+15,   5.456e+10,   3.562e+12,   3.588e+06,   6.391e-07,   5.569e-06,   3.871e-08,   3.370e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 55.800,   3.920e-01,   2.586e+02,   1.094e+16,   1.902e+10,   7.072e-05,   2.289e+15,   5.545e+10,   3.615e+12,   3.653e+06,   6.487e-07,   5.652e-06,   3.929e-08,   3.421e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 55.650,   3.982e-01,   2.590e+02,   1.110e+16,   1.945e+10,   7.231e-05,   2.323e+15,   5.634e+10,   3.669e+12,   3.718e+06,   6.583e-07,   5.736e-06,   3.987e-08,   3.471e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 55.500,   4.044e-01,   2.594e+02,   1.126e+16,   1.988e+10,   7.389e-05,   2.357e+15,   5.723e+10,   3.722e+12,   3.783e+06,   6.678e-07,   5.819e-06,   4.045e-08,   3.522e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 55.350,   4.106e-01,   2.598e+02,   1.142e+16,   2.030e+10,   7.548e-05,   2.391e+15,   5.812e+10,   3.775e+12,   3.848e+06,   6.774e-07,   5.902e-06,   4.103e-08,   3.572e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 55.200,   4.168e-01,   2.602e+02,   1.158e+16,   2.073e+10,   7.707e-05,   2.425e+15,   5.901e+10,   3.829e+12,   3.913e+06,   6.870e-07,   5.986e-06,   4.161e-08,   3.623e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 55.050,   4.229e-01,   2.607e+02,   1.175e+16,   2.116e+10,   7.865e-05,   2.459e+15,   5.990e+10,   3.882e+12,   3.978e+06,   6.965e-07,   6.069e-06,   4.219e-08,   3.673e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 54.900,   4.325e-01,   2.610e+02,   1.199e+16,   2.220e+10,   8.252e-05,   2.510e+15,   6.124e+10,   3.963e+12,   4.109e+06,   7.110e-07,   6.195e-06,   4.307e-08,   3.749e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 54.750,   4.436e-01,   2.613e+02,   1.227e+16,   2.354e+10,   8.753e-05,   2.569e+15,   6.279e+10,   4.057e+12,   4.273e+06,   7.279e-07,   6.342e-06,   4.409e-08,   3.838e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 54.600,   4.548e-01,   2.616e+02,   1.256e+16,   2.489e+10,   9.254e-05,   2.629e+15,   6.434e+10,   4.152e+12,   4.437e+06,   7.448e-07,   6.490e-06,   4.512e-08,   3.928e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 54.450,   4.660e-01,   2.619e+02,   1.285e+16,   2.624e+10,   9.754e-05,   2.689e+15,   6.590e+10,   4.247e+12,   4.601e+06,   7.617e-07,   6.637e-06,   4.614e-08,   4.017e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 54.300,   4.772e-01,   2.622e+02,   1.313e+16,   2.759e+10,   1.026e-04,   2.749e+15,   6.745e+10,   4.341e+12,   4.764e+06,   7.786e-07,   6.784e-06,   4.716e-08,   4.106e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 54.150,   4.884e-01,   2.625e+02,   1.342e+16,   2.893e+10,   1.076e-04,   2.808e+15,   6.901e+10,   4.436e+12,   4.928e+06,   7.955e-07,   6.932e-06,   4.819e-08,   4.195e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 54.000,   4.996e-01,   2.628e+02,   1.370e+16,   3.028e+10,   1.126e-04,   2.868e+15,   7.056e+10,   4.530e+12,   5.092e+06,   8.124e-07,   7.079e-06,   4.921e-08,   4.284e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 53.850,   5.107e-01,   2.631e+02,   1.399e+16,   3.163e+10,   1.176e-04,   2.928e+15,   7.211e+10,   4.625e+12,   5.256e+06,   8.293e-07,   7.226e-06,   5.023e-08,   4.373e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 53.700,   5.219e-01,   2.634e+02,   1.427e+16,   3.297e+10,   1.226e-04,   2.987e+15,   7.367e+10,   4.719e+12,   5.420e+06,   8.462e-07,   7.373e-06,   5.126e-08,   4.462e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 53.550,   5.331e-01,   2.637e+02,   1.456e+16,   3.432e+10,   1.276e-04,   3.047e+15,   7.522e+10,   4.814e+12,   5.583e+06,   8.631e-07,   7.521e-06,   5.228e-08,   4.551e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 53.400,   5.443e-01,   2.640e+02,   1.484e+16,   3.567e+10,   1.326e-04,   3.107e+15,   7.678e+10,   4.908e+12,   5.747e+06,   8.800e-07,   7.668e-06,   5.331e-08,   4.640e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 53.250,   5.555e-01,   2.643e+02,   1.513e+16,   3.702e+10,   1.376e-04,   3.167e+15,   7.833e+10,   5.003e+12,   5.911e+06,   8.969e-07,   7.815e-06,   5.433e-08,   4.730e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 53.100,   5.667e-01,   2.646e+02,   1.541e+16,   3.836e+10,   1.426e-04,   3.226e+15,   7.988e+10,   5.097e+12,   6.075e+06,   9.138e-07,   7.962e-06,   5.535e-08,   4.819e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 52.950,   5.778e-01,   2.649e+02,   1.570e+16,   3.971e+10,   1.476e-04,   3.286e+15,   8.144e+10,   5.192e+12,   6.239e+06,   9.307e-07,   8.110e-06,   5.638e-08,   4.908e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 52.800,   5.890e-01,   2.652e+02,   1.598e+16,   4.106e+10,   1.526e-04,   3.346e+15,   8.299e+10,   5.286e+12,   6.402e+06,   9.476e-07,   8.257e-06,   5.740e-08,   4.997e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 52.650,   6.002e-01,   2.655e+02,   1.627e+16,   4.240e+10,   1.576e-04,   3.405e+15,   8.455e+10,   5.381e+12,   6.566e+06,   9.645e-07,   8.404e-06,   5.842e-08,   5.086e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 52.500,   6.114e-01,   2.658e+02,   1.655e+16,   4.375e+10,   1.626e-04,   3.465e+15,   8.610e+10,   5.475e+12,   6.730e+06,   9.814e-07,   8.551e-06,   5.945e-08,   5.175e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 52.350,   6.226e-01,   2.660e+02,   1.684e+16,   4.510e+10,   1.676e-04,   3.525e+15,   8.765e+10,   5.570e+12,   6.894e+06,   9.983e-07,   8.699e-06,   6.047e-08,   5.264e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 52.200,   6.338e-01,   2.663e+02,   1.712e+16,   4.644e+10,   1.727e-04,   3.584e+15,   8.921e+10,   5.664e+12,   7.058e+06,   1.015e-06,   8.846e-06,   6.150e-08,   5.353e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 52.050,   6.450e-01,   2.666e+02,   1.741e+16,   4.779e+10,   1.777e-04,   3.644e+15,   9.076e+10,   5.759e+12,   7.221e+06,   1.032e-06,   8.993e-06,   6.252e-08,   5.443e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 51.900,   6.561e-01,   2.669e+02,   1.769e+16,   4.914e+10,   1.827e-04,   3.704e+15,   9.232e+10,   5.853e+12,   7.385e+06,   1.049e-06,   9.140e-06,   6.354e-08,   5.532e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 51.750,   6.673e-01,   2.672e+02,   1.797e+16,   5.049e+10,   1.877e-04,   3.763e+15,   9.387e+10,   5.948e+12,   7.549e+06,   1.066e-06,   9.288e-06,   6.457e-08,   5.621e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 51.600,   6.785e-01,   2.675e+02,   1.826e+16,   5.183e+10,   1.927e-04,   3.823e+15,   9.542e+10,   6.042e+12,   7.713e+06,   1.083e-06,   9.435e-06,   6.559e-08,   5.710e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 51.450,   6.897e-01,   2.678e+02,   1.855e+16,   5.318e+10,   1.977e-04,   3.883e+15,   9.698e+10,   6.137e+12,   7.877e+06,   1.100e-06,   9.582e-06,   6.661e-08,   5.799e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 51.300,   7.009e-01,   2.681e+02,   1.883e+16,   5.453e+10,   2.027e-04,   3.943e+15,   9.853e+10,   6.231e+12,   8.040e+06,   1.117e-06,   9.729e-06,   6.764e-08,   5.888e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 51.150,   7.121e-01,   2.684e+02,   1.912e+16,   5.587e+10,   2.077e-04,   4.002e+15,   1.001e+11,   6.326e+12,   8.204e+06,   1.134e-06,   9.877e-06,   6.866e-08,   5.977e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 51.000,   7.232e-01,   2.687e+02,   1.940e+16,   5.722e+10,   2.127e-04,   4.062e+15,   1.016e+11,   6.420e+12,   8.368e+06,   1.150e-06,   1.002e-05,   6.968e-08,   6.066e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 50.850,   7.344e-01,   2.690e+02,   1.969e+16,   5.857e+10,   2.177e-04,   4.122e+15,   1.032e+11,   6.515e+12,   8.532e+06,   1.167e-06,   1.017e-05,   7.071e-08,   6.156e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 50.700,   7.456e-01,   2.693e+02,   1.997e+16,   5.991e+10,   2.227e-04,   4.181e+15,   1.047e+11,   6.609e+12,   8.696e+06,   1.184e-06,   1.032e-05,   7.173e-08,   6.245e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 50.550,   7.568e-01,   2.696e+02,   2.026e+16,   6.126e+10,   2.277e-04,   4.241e+15,   1.063e+11,   6.704e+12,   8.859e+06,   1.201e-06,   1.047e-05,   7.276e-08,   6.334e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 50.400,   7.680e-01,   2.699e+02,   2.054e+16,   6.261e+10,   2.327e-04,   4.301e+15,   1.079e+11,   6.798e+12,   9.023e+06,   1.218e-06,   1.061e-05,   7.378e-08,   6.423e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 50.250,   7.792e-01,   2.702e+02,   2.082e+16,   6.396e+10,   2.378e-04,   4.360e+15,   1.094e+11,   6.892e+12,   9.187e+06,   1.235e-06,   1.076e-05,   7.480e-08,   6.512e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 50.100,   7.903e-01,   2.705e+02,   2.111e+16,   6.530e+10,   2.428e-04,   4.420e+15,   1.110e+11,   6.987e+12,   9.351e+06,   1.252e-06,   1.091e-05,   7.583e-08,   6.601e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 49.950,   8.036e-01,   2.707e+02,   2.146e+16,   6.728e+10,   2.501e-04,   4.493e+15,   1.128e+11,   7.102e+12,   9.659e+06,   1.272e-06,   1.109e-05,   7.708e-08,   6.710e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 49.800,   8.212e-01,   2.707e+02,   2.193e+16,   7.050e+10,   2.621e-04,   4.591e+15,   1.153e+11,   7.257e+12,   1.026e+07,   1.301e-06,   1.133e-05,   7.878e-08,   6.858e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 49.650,   8.387e-01,   2.707e+02,   2.241e+16,   7.373e+10,   2.741e-04,   4.690e+15,   1.177e+11,   7.413e+12,   1.085e+07,   1.329e-06,   1.158e-05,   8.048e-08,   7.006e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 49.500,   8.562e-01,   2.707e+02,   2.288e+16,   7.696e+10,   2.861e-04,   4.788e+15,   1.202e+11,   7.568e+12,   1.145e+07,   1.357e-06,   1.182e-05,   8.218e-08,   7.155e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 49.350,   8.738e-01,   2.707e+02,   2.335e+16,   8.019e+10,   2.981e-04,   4.886e+15,   1.227e+11,   7.723e+12,   1.204e+07,   1.385e-06,   1.207e-05,   8.389e-08,   7.303e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 49.200,   8.913e-01,   2.707e+02,   2.383e+16,   8.342e+10,   3.101e-04,   4.985e+15,   1.251e+11,   7.879e+12,   1.264e+07,   1.413e-06,   1.231e-05,   8.559e-08,   7.451e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 49.050,   9.088e-01,   2.707e+02,   2.430e+16,   8.664e+10,   3.221e-04,   5.083e+15,   1.276e+11,   8.034e+12,   1.324e+07,   1.441e-06,   1.256e-05,   8.729e-08,   7.599e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 48.900,   9.264e-01,   2.707e+02,   2.478e+16,   8.987e+10,   3.341e-04,   5.182e+15,   1.300e+11,   8.190e+12,   1.383e+07,   1.469e-06,   1.280e-05,   8.900e-08,   7.747e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 48.750,   9.439e-01,   2.707e+02,   2.525e+16,   9.310e+10,   3.461e-04,   5.280e+15,   1.325e+11,   8.345e+12,   1.443e+07,   1.497e-06,   1.305e-05,   9.070e-08,   7.896e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 48.600,   9.614e-01,   2.706e+02,   2.572e+16,   9.633e+10,   3.581e-04,   5.378e+15,   1.350e+11,   8.500e+12,   1.503e+07,   1.525e-06,   1.329e-05,   9.240e-08,   8.044e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 48.450,   9.790e-01,   2.706e+02,   2.620e+16,   9.956e+10,   3.701e-04,   5.477e+15,   1.374e+11,   8.656e+12,   1.562e+07,   1.554e-06,   1.354e-05,   9.410e-08,   8.192e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 48.300,   9.965e-01,   2.706e+02,   2.667e+16,   1.028e+11,   3.821e-04,   5.575e+15,   1.399e+11,   8.811e+12,   1.622e+07,   1.582e-06,   1.378e-05,   9.581e-08,   8.340e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 48.150,   1.014e+00,   2.706e+02,   2.715e+16,   1.060e+11,   3.941e-04,   5.674e+15,   1.423e+11,   8.967e+12,   1.682e+07,   1.610e-06,   1.403e-05,   9.751e-08,   8.489e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 48.000,   1.032e+00,   2.706e+02,   2.762e+16,   1.092e+11,   4.061e-04,   5.772e+15,   1.448e+11,   9.122e+12,   1.741e+07,   1.638e-06,   1.427e-05,   9.921e-08,   8.637e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 47.850,   1.049e+00,   2.706e+02,   2.809e+16,   1.125e+11,   4.181e-04,   5.870e+15,   1.473e+11,   9.277e+12,   1.801e+07,   1.666e-06,   1.452e-05,   1.009e-07,   8.785e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 47.700,   1.067e+00,   2.706e+02,   2.857e+16,   1.157e+11,   4.301e-04,   5.969e+15,   1.497e+11,   9.433e+12,   1.860e+07,   1.694e-06,   1.476e-05,   1.026e-07,   8.933e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 47.550,   1.084e+00,   2.706e+02,   2.904e+16,   1.189e+11,   4.421e-04,   6.067e+15,   1.522e+11,   9.588e+12,   1.920e+07,   1.722e-06,   1.501e-05,   1.043e-07,   9.081e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 47.400,   1.106e+00,   2.703e+02,   2.967e+16,   1.238e+11,   4.602e-04,   6.198e+15,   1.554e+11,   9.794e+12,   2.050e+07,   1.759e-06,   1.533e-05,   1.066e-07,   9.277e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 47.250,   1.130e+00,   2.700e+02,   3.037e+16,   1.295e+11,   4.814e-04,   6.345e+15,   1.591e+11,   1.003e+13,   2.216e+07,   1.801e-06,   1.569e-05,   1.091e-07,   9.497e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 47.100,   1.154e+00,   2.696e+02,   3.107e+16,   1.352e+11,   5.026e-04,   6.492e+15,   1.628e+11,   1.026e+13,   2.382e+07,   1.843e-06,   1.605e-05,   1.116e-07,   9.716e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 46.950,   1.178e+00,   2.692e+02,   3.177e+16,   1.409e+11,   5.238e-04,   6.639e+15,   1.664e+11,   1.049e+13,   2.547e+07,   1.884e-06,   1.642e-05,   1.141e-07,   9.936e-07,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 46.800,   1.202e+00,   2.688e+02,   3.248e+16,   1.466e+11,   5.450e-04,   6.786e+15,   1.701e+11,   1.072e+13,   2.713e+07,   1.926e-06,   1.678e-05,   1.167e-07,   1.016e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 46.650,   1.226e+00,   2.684e+02,   3.318e+16,   1.523e+11,   5.662e-04,   6.933e+15,   1.737e+11,   1.095e+13,   2.878e+07,   1.967e-06,   1.714e-05,   1.192e-07,   1.037e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 46.500,   1.250e+00,   2.680e+02,   3.388e+16,   1.580e+11,   5.874e-04,   7.080e+15,   1.774e+11,   1.118e+13,   3.044e+07,   2.009e-06,   1.751e-05,   1.217e-07,   1.059e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 46.350,   1.274e+00,   2.677e+02,   3.458e+16,   1.637e+11,   6.086e-04,   7.227e+15,   1.811e+11,   1.142e+13,   3.210e+07,   2.051e-06,   1.787e-05,   1.242e-07,   1.081e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 46.200,   1.299e+00,   2.673e+02,   3.528e+16,   1.694e+11,   6.297e-04,   7.374e+15,   1.847e+11,   1.165e+13,   3.375e+07,   2.092e-06,   1.823e-05,   1.267e-07,   1.103e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 46.050,   1.323e+00,   2.669e+02,   3.599e+16,   1.751e+11,   6.509e-04,   7.521e+15,   1.884e+11,   1.188e+13,   3.541e+07,   2.134e-06,   1.859e-05,   1.293e-07,   1.125e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 45.900,   1.347e+00,   2.665e+02,   3.669e+16,   1.808e+11,   6.721e-04,   7.668e+15,   1.920e+11,   1.211e+13,   3.706e+07,   2.176e-06,   1.896e-05,   1.318e-07,   1.147e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 45.750,   1.371e+00,   2.661e+02,   3.739e+16,   1.865e+11,   6.933e-04,   7.815e+15,   1.957e+11,   1.234e+13,   3.872e+07,   2.217e-06,   1.932e-05,   1.343e-07,   1.169e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
 45.600,   1.395e+00,   2.657e+02,   3.809e+16,   1.922e+11,   7.145e-04,   7.962e+15,   1.994e+11,   1.257e+13,   4.038e+07,   2.259e-06,   1.968e-05,   1.368e-07,   1.191e-06,   0.000e+00,   0.000e+00,   0.000e+00,   0.000e+00
